player_name,nation,position,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists,team_name
Phil Foden,eng ENG,"MF,FW",24,0,18,1629.0,7.0,2.0,0.0,2.0,0.0,4.9,4.7,Manchester-City
İlkay Gündoğan,de GER,MF,34,0,17,1535.0,0.0,3.0,0.0,1.0,0.0,1.7,2.3,Manchester-City
Rúben Dias,pt POR,DF,27,0,16,1461.0,0.0,0.0,0.0,3.0,0.0,1.3,0.3,Manchester-City
Jeremy Doku,be BEL,"FW,MF",22,0,13,1163.0,3.0,4.0,0.0,1.0,0.0,1.0,3.2,Manchester-City
Kevin De Bruyne,be BEL,MF,33,0,12,1103.0,2.0,6.0,0.0,2.0,0.0,2.6,6.1,Manchester-City
Matheus Nunes,pt POR,"DF,MF",26,0,12,1044.0,0.0,4.0,0.0,3.0,0.0,0.5,3.3,Manchester-City
Stefan Ortega,de GER,GK,32,0,10,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Manchester-City
Kyle Walker,eng ENG,DF,34,0,9,970.0,0.0,0.0,0.0,3.0,0.0,0.1,0.4,Manchester-City
Nathan Aké,nl NED,DF,30,0,8,678.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Manchester-City
Jack Grealish,eng ENG,"FW,MF",29,0,6,609.0,0.0,1.0,0.0,3.0,0.0,0.8,1.7,Manchester-City
John Stones,eng ENG,"DF,MF",30,0,6,548.0,2.0,0.0,0.0,1.0,0.0,0.4,0.1,Manchester-City
Abdukodir Khusanov,uz UZB,DF,21,0,6,503.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Manchester-City
Omar Marmoush,eg EGY,"MF,FW",26,0,6,475.0,4.0,0.0,0.0,0.0,0.0,1.1,1.0,Manchester-City
Nicolás González,es ESP,MF,23,0,5,390.0,0.0,0.0,0.0,1.0,0.0,0.2,0.1,Manchester-City
Jahmai Simpson-Pusey,eng ENG,DF,19,0,1,96.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Manchester-City
Rodri,es ESP,MF,28,0,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
James Mcatee,eng ENG,"MF,FW",22,0,0,130.0,2.0,0.0,0.0,0.0,0.0,1.3,0.0,Manchester-City
Divin Mubama,eng ENG,FW,20,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Nico O’Reilly,eng ENG,"MF,DF",20,0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Max Alleyne,eng ENG,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Thorsten Brits,eng ENG,GK,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Scott Carson,eng ENG,GK,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Issa Kaboré,bf BFA,"DF,MF",23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Vitor Reis,br BRA,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Josh Wilson-Esbrand,eng ENG,DF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Jacob Wright,eng ENG,MF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Bruno Guimarães,br BRA,MF,27,28,28,2423.0,3.0,6.0,0.0,4.0,0.0,2.8,5.1,Newcastle-United
Dan Burn,eng ENG,DF,32,27,27,2430.0,0.0,0.0,0.0,8.0,0.0,1.1,0.5,Newcastle-United
Anthony Gordon,eng ENG,FW,24,26,25,2108.0,6.0,5.0,1.0,2.0,0.0,7.8,4.9,Newcastle-United
Alexander Isak,se SWE,FW,25,25,25,2052.0,19.0,5.0,2.0,1.0,0.0,15.6,3.8,Newcastle-United
Lewis Hall,eng ENG,DF,20,27,24,2189.0,0.0,4.0,0.0,3.0,0.0,0.4,4.3,Newcastle-United
Joelinton,br BRA,"MF,FW",28,24,24,2004.0,4.0,1.0,0.0,9.0,0.0,3.7,1.6,Newcastle-United
Fabian Schär,ch SUI,DF,33,24,23,2052.0,2.0,0.0,0.0,5.0,1.0,1.6,0.3,Newcastle-United
Valentino Livramento,eng ENG,DF,22,27,22,1940.0,0.0,0.0,0.0,1.0,0.0,0.1,1.1,Newcastle-United
Jacob Murphy,eng ENG,FW,30,25,21,1680.0,5.0,8.0,0.0,3.0,0.0,3.8,6.3,Newcastle-United
Sandro Tonali,it ITA,MF,24,26,18,1730.0,1.0,1.0,0.0,5.0,0.0,3.1,0.6,Newcastle-United
Nick Pope,eng ENG,GK,32,18,18,1620.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Newcastle-United
Martin Dúbravka,sk SVK,GK,36,10,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Joe Willock,eng ENG,"MF,FW",25,25,9,818.0,0.0,2.0,0.0,2.0,0.0,0.9,1.6,Newcastle-United
Sean Longstaff,eng ENG,MF,27,21,8,746.0,0.0,0.0,0.0,2.0,0.0,0.6,0.2,Newcastle-United
Harvey Barnes,eng ENG,FW,27,23,7,903.0,5.0,2.0,0.0,0.0,0.0,3.4,2.9,Newcastle-United
Kieran Trippier,eng ENG,DF,34,17,7,698.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,Newcastle-United
Lloyd Kelly,eng ENG,DF,26,10,4,303.0,0.0,1.0,0.0,2.0,0.0,0.4,0.5,Newcastle-United
Sven Botman,nl NED,DF,25,3,3,224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Newcastle-United
Emil Krafth,se SWE,DF,30,4,2,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Newcastle-United
Lewis Miley,eng ENG,MF,18,8,1,192.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,Newcastle-United
Callum Wilson,eng ENG,"FW,MF",33,8,1,163.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,Newcastle-United
Miguel Almirón,py PAR,FW,31,9,1,157.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,Newcastle-United
William Osula,dk DEN,FW,21,10,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Newcastle-United
Matt Targett,eng ENG,DF,29,1,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Alex Murphy,ie IRL,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Sean Neave,eng ENG,FW,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
John Ruddy,eng ENG,GK,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Odisseas Vlachodimos,gr GRE,GK,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Bart Verbruggen,nl NED,GK,22,0,27,2430.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Jan Paul van Hecke,nl NED,DF,24,0,26,2330.0,1.0,1.0,0.0,5.0,0.0,1.2,1.5,Brighton-and-Hove-Albion
Kaoru Mitoma,jp JPN,"FW,MF",27,0,26,2315.0,7.0,3.0,0.0,1.0,0.0,7.3,4.3,Brighton-and-Hove-Albion
Carlos Baleba,cm CMR,MF,21,0,23,1948.0,2.0,1.0,0.0,8.0,1.0,2.9,1.1,Brighton-and-Hove-Albion
João Pedro,br BRA,"FW,MF",23,0,20,1699.0,8.0,6.0,3.0,4.0,0.0,7.1,4.3,Brighton-and-Hove-Albion
Georginio Rutter,fr FRA,"MF,FW",22,0,19,1656.0,5.0,3.0,0.0,2.0,0.0,4.6,2.5,Brighton-and-Hove-Albion
Joël Veltman,nl NED,DF,33,0,19,1643.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,Brighton-and-Hove-Albion
Pervis Estupiñán,ec ECU,DF,27,0,18,1692.0,1.0,1.0,0.0,3.0,0.0,0.6,1.8,Brighton-and-Hove-Albion
Lewis Dunk,eng ENG,DF,33,0,17,1562.0,0.0,0.0,0.0,4.0,0.0,0.7,0.5,Brighton-and-Hove-Albion
Danny Welbeck,eng ENG,FW,34,0,17,1487.0,7.0,4.0,0.0,2.0,0.0,6.7,1.0,Brighton-and-Hove-Albion
Yasin Ayari,se SWE,MF,21,0,16,1443.0,0.0,1.0,0.0,3.0,0.0,1.5,2.1,Brighton-and-Hove-Albion
Jack Hinshelwood,eng ENG,"DF,MF",19,0,15,1255.0,2.0,0.0,0.0,3.0,0.0,1.4,0.8,Brighton-and-Hove-Albion
Yankuba Minteh,gm GAM,"FW,MF",20,0,13,1266.0,5.0,3.0,0.0,6.0,0.0,3.3,4.0,Brighton-and-Hove-Albion
Igor,br BRA,DF,27,0,9,903.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2,Brighton-and-Hove-Albion
Tariq Lamptey,gh GHA,DF,24,0,9,765.0,2.0,2.0,0.0,0.0,0.0,0.4,0.8,Brighton-and-Hove-Albion
Adam Webster,eng ENG,DF,30,0,8,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Brighton-and-Hove-Albion
Simon Adingra,ci CIV,"FW,MF",23,0,6,625.0,2.0,1.0,0.0,0.0,0.0,1.5,1.1,Brighton-and-Hove-Albion
Matt O'Riley,dk DEN,MF,24,0,5,475.0,1.0,1.0,0.0,1.0,0.0,1.2,1.2,Brighton-and-Hove-Albion
Brajan Gruda,de GER,"FW,MF",20,0,5,387.0,0.0,1.0,0.0,0.0,0.0,0.3,0.6,Brighton-and-Hove-Albion
Ferdi Kadioglu,tr TUR,"DF,MF",25,0,5,385.0,1.0,0.0,0.0,1.0,0.0,0.4,0.2,Brighton-and-Hove-Albion
Mats Wieffer,nl NED,MF,25,0,4,494.0,1.0,1.0,0.0,4.0,0.0,0.5,0.6,Brighton-and-Hove-Albion
James Milner,eng ENG,MF,39,0,3,169.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,Brighton-and-Hove-Albion
Julio Enciso,py PAR,"MF,FW",21,0,2,294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,Brighton-and-Hove-Albion
Diego Gómez,py PAR,MF,21,0,2,254.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,Brighton-and-Hove-Albion
Evan Ferguson,ie IRL,FW,20,0,2,246.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4,Brighton-and-Hove-Albion
